time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-08T14:55:51.976Z,38.0117,38.5221,14.769,4.3,mb,59,67,1.338,0.45,us,us6000jmhi,2023-02-15T14:49:34.040Z,"8 km WSW of Sincik, Turkey",earthquake,5.52,4.669,0.114,22,reviewed,us,us
2023-02-08T14:42:22.459Z,38.1117,36.6183,10,4.4,mb,58,67,0.955,0.81,us,us6000jmhg,2023-02-15T14:39:08.040Z,"14 km NE of Göksun, Turkey",earthquake,3.45,1.906,0.115,22,reviewed,us,us
2023-02-08T14:20:25.727Z,37.9629,37.458,5.867,5.1,mww,143,55,0.814,0.88,us,us6000jmh3,2023-02-09T22:18:31.040Z,"1 km E of Nurhak, Turkey",earthquake,4.44,3.81,0.083,14,reviewed,us,us
2023-02-08T12:11:56.031Z,38.8457,37.2766,10,4.1,mb,37,46,0.802,0.54,us,us6000jmgm,2023-02-22T13:20:33.040Z,"13 km N of Gürün, Turkey",earthquake,3.51,1.936,0.185,8,reviewed,us,us
2023-02-08T11:37:21.861Z,38.0802,36.8835,10,4,mb,24,76,0.491,0.64,us,us6000jpdb,2023-02-22T13:11:03.040Z,"Central Turkey",earthquake,2.73,1.974,0.232,5,reviewed,us,us
2023-02-08T11:24:00.758Z,37.9367,37.6179,3.53,4.5,mwr,79,79,0.714,0.72,us,us6000jmgg,2023-02-22T12:41:17.040Z,"15 km E of Nurhak, Turkey",earthquake,4.88,4.816,0.08,15,reviewed,us,us
2023-02-08T11:11:52.872Z,37.9368,37.6607,8.988,5.4,mww,155,44,0.741,0.65,us,us6000jmgf,2023-02-22T12:40:43.828Z,"Central Turkey",earthquake,4.7,3.607,0.053,34,reviewed,us,us
2023-02-08T11:00:19.726Z,38.0268,37.7704,10,4.1,mwr,33,82,0.864,0.8,us,us6000jmge,2023-02-22T12:29:06.040Z,"11 km SW of Do?an?ehir, Turkey",earthquake,4.67,1.961,0.08,15,reviewed,us,us
2023-02-08T10:26:23.750Z,37.1554,37.0022,6.602,4.4,mwr,67,113,0.167,0.97,us,us6000jmg9,2023-02-22T11:00:24.077Z,"23 km E of Nurda??, Turkey",earthquake,4.22,4.353,0.093,11,reviewed,us,us
2023-02-08T09:52:11.967Z,38.0337,36.5009,10,4.4,mb,49,51,0.379,0.62,us,us6000jpcs,2023-02-22T07:40:20.040Z,"Central Turkey",earthquake,2.46,1.698,0.123,19,reviewed,us,us
2023-02-08T09:13:07.114Z,36.6565,36.5077,10,4.3,mb,35,137,0.762,0.48,us,us6000jpch,2023-02-22T07:11:47.040Z,"14 km SSW of A?a?? Karafak?l?, Turkey",earthquake,4.2,1.913,0.154,12,reviewed,us,us
2023-02-08T07:48:32.134Z,37.9993,36.4734,10,4.9,mb,70,24,0.983,0.96,us,us6000jmg1,2023-02-09T22:21:28.040Z,"3 km SW of Göksun, Turkey",earthquake,4.11,1.857,0.082,47,reviewed,us,us
2023-02-08T06:09:01.827Z,36.3573,36.1303,10,4.4,mb,39,186,1.188,0.59,us,us6000jmfn,2023-02-08T07:09:30.941Z,"Turkey-Syria border region",earthquake,4.45,1.965,0.11,24,reviewed,us,us
2023-02-08T05:52:37.740Z,38.0493,36.6816,10,4.6,mb,37,67,0.971,0.97,us,us6000jmfk,2023-02-09T22:37:19.040Z,"Central Turkey",earthquake,4.08,1.924,0.119,21,reviewed,us,us
2023-02-08T03:01:02.295Z,37.0315,36.7208,10,4.3,mb,24,113,0.415,0.49,us,us6000jmer,2023-02-08T04:58:49.040Z,"15 km S of Nurda??, Turkey",earthquake,4.59,1.96,0.177,9,reviewed,us,us
2023-02-08T02:25:12.711Z,37.8719,38.1216,10,4.3,mb,44,101,1.007,0.62,us,us6000jmem,2023-02-08T04:36:20.040Z,"",earthquake,4.59,1.761,0.13,17,reviewed,us,us
2023-02-08T00:11:56.157Z,38.1268,37.2542,17.189,4,mb,29,58,0.954,0.89,us,us6000jme5,2023-02-08T00:34:29.040Z,"9 km NE of Ekinözü, Turkey",earthquake,2.84,5.692,0.184,8,reviewed,us,us
2023-02-07T23:13:02.009Z,36.0927,35.8637,10,4.5,mb,95,54,1.527,0.93,us,us6000jmdw,2023-02-22T06:20:49.170Z,"16 km WSW of Uzunba?, Turkey",earthquake,5.53,1.873,0.064,71,reviewed,us,us
2023-02-07T22:45:27.921Z,38.0992,36.5507,6.069,4.2,mb,51,37,0.325,1.21,us,us6000jp4y,2023-02-16T04:17:23.040Z,"9 km NNE of Göksun, Turkey",earthquake,3.51,6.818,0.146,13,reviewed,us,us
2023-02-07T22:07:54.879Z,38.0663,36.5541,12.635,4.2,mb,56,45,0.357,0.58,us,us6000jp4v,2023-02-16T05:07:17.040Z,"Central Turkey",earthquake,3.17,4.898,0.118,20,reviewed,us,us
2023-02-07T21:58:54.224Z,37.4201,36.9564,12.635,4.1,mb,20,90,0.096,0.73,us,us6000jp4u,2023-02-16T05:14:51.040Z,"18 km S of Kahramanmara?, Turkey",earthquake,3.88,3.357,0.302,3,reviewed,us,us
2023-02-07T21:21:25.795Z,37.924,37.5023,3.744,5,mb,136,45,0.635,0.64,us,us6000jmc7,2023-02-19T02:10:17.801Z,"6 km SE of Nurhak, Turkey",earthquake,2.5,3.911,0.056,102,reviewed,us,us
2023-02-07T21:14:28.432Z,32.0866,35.2415,10,4.1,mb,11,171,3.281,0.41,us,us6000jmcs,2023-02-19T03:51:12.046Z,"1 km W of As S?wiyah, Palestinian Territory",earthquake,11.71,1.998,0.301,4,reviewed,us,us
2023-02-07T19:54:23.789Z,38.5952,39.9774,10,4.6,mwr,122,34,1.428,0.6,us,us6000jmbq,2023-02-07T22:56:20.040Z,"",earthquake,4.97,1.829,0.071,19,reviewed,us,us
2023-02-07T19:13:48.746Z,38.1175,36.9616,5.404,4.4,mb,75,44,0.964,0.76,us,us6000jmbj,2023-02-07T22:39:10.040Z,"Central Turkey",earthquake,4.36,4.485,0.078,52,reviewed,us,us
2023-02-07T18:10:00.474Z,37.9568,36.5992,21.625,5.3,mww,163,29,0.921,0.7,us,us6000jmat,2023-02-09T21:35:46.415Z,"11 km SE of Göksun, Turkey",earthquake,5.04,4.467,0.093,11,reviewed,us,us
2023-02-07T17:38:00.954Z,37.8978,37.6231,20.542,4.2,mb,29,102,0.796,1.12,us,us6000jmar,2023-02-07T18:10:57.040Z,"12 km N of Gölba??, Turkey",earthquake,4.16,2.481,0.146,15,reviewed,us,us
2023-02-07T16:54:31.685Z,37.9421,37.323,17.033,4.1,mb,26,74,0.55,1.18,us,us6000jp57,2023-02-20T15:45:29.040Z,"10 km WSW of Nurhak, Turkey",earthquake,2.92,4.662,0.234,5,reviewed,us,us
2023-02-07T16:53:27.462Z,36.0086,35.9967,10,4.2,mb,22,120,1.517,0.88,us,us6000jp56,2023-02-20T15:38:32.040Z,"13 km NNW of Yaylada??, Turkey",earthquake,2.19,1.919,0.305,3,reviewed,us,us
2023-02-07T15:48:54.123Z,37.9939,36.4771,11.132,5,mww,138,22,0.415,0.61,us,us6000jm96,2023-02-20T14:54:26.655Z,"3 km SSW of Göksun, Turkey",earthquake,5.2,3.312,0.062,25,reviewed,us,us
2023-02-07T15:31:28.295Z,37.3758,37.1447,10,4.7,mwr,126,34,0.21,0.64,us,us6000jm95,2023-02-19T22:57:53.609Z,"18 km SW of Pazarc?k, Turkey",earthquake,5.54,1.867,0.063,24,reviewed,us,us
2023-02-07T14:23:17.029Z,38.0426,36.5803,10,4.4,mb,53,41,0.386,0.8,us,us6000jp4j,2023-02-19T22:33:43.040Z,"7 km ENE of Göksun, Turkey",earthquake,1.86,1.872,0.13,17,reviewed,us,us
2023-02-07T13:36:41.353Z,36.0984,35.8449,10,4.5,mb,81,70,1.532,0.91,us,us6000jm84,2023-02-19T22:06:14.040Z,"17 km WSW of Uzunba?, Turkey",earthquake,4.45,1.802,0.084,41,reviewed,us,us
2023-02-07T12:07:04.188Z,38.1924,38.2586,10,4.4,mb,42,39,1.315,0.67,us,us6000jm7q,2023-02-07T12:48:27.040Z,"11 km S of Ye?ilyurt, Turkey",earthquake,4.28,1.847,0.109,24,reviewed,us,us
2023-02-07T10:56:30.804Z,37.8437,36.8362,10,4.4,mb,41,69,0.733,0.38,us,us6000jm7k,2023-02-07T14:12:07.040Z,"29 km NNW of Kahramanmara?, Turkey",earthquake,5.79,1.926,0.112,23,reviewed,us,us
2023-02-07T10:27:31.295Z,38.1343,38.1199,10,4.6,mb,63,67,1.202,0.51,us,us6000jm7h,2023-02-07T11:21:10.040Z,"",earthquake,2.54,1.883,0.08,46,reviewed,us,us
2023-02-07T10:18:13.368Z,38.0026,38.5474,10,5.4,mww,94,29,1.348,0.56,us,us6000jm7f,2023-02-09T14:17:35.591Z,"6 km WSW of Sincik, Turkey",earthquake,5.35,1.838,0.073,18,reviewed,us,us
2023-02-07T08:25:47.353Z,37.9445,37.4901,10,4.5,mb,31,72,0.803,0.71,us,us6000jm71,2023-02-07T08:48:18.040Z,"4 km ESE of Nurhak, Turkey",earthquake,4.14,1.949,0.127,18,reviewed,us,us
2023-02-07T07:26:36.400Z,38.0354,37.6579,16.534,4.5,mb,35,113,0.932,0.62,us,us6000jm6v,2023-02-07T08:29:49.040Z,"19 km WSW of Do?an?ehir, Turkey",earthquake,3.66,5.223,0.171,10,reviewed,us,us
2023-02-07T07:11:14.840Z,38.1162,38.6693,6.829,5.4,mww,119,29,1.494,0.59,us,us6000jm6p,2023-02-09T22:00:34.606Z,"10 km NNE of Sincik, Turkey",earthquake,5.51,3.665,0.052,36,reviewed,us,us
2023-02-07T06:48:53.332Z,38.2378,37.5769,19.14,4.6,mb,58,67,1.103,0.69,us,us6000jm6b,2023-02-07T07:50:10.040Z,"30 km WNW of Do?an?ehir, Turkey",earthquake,4.83,5.244,0.093,35,reviewed,us,us
2023-02-07T06:40:54.343Z,38.0531,36.4632,10,4.5,mb,37,74,0.933,0.45,us,us6000jm69,2023-02-07T07:13:13.040Z,"Central Turkey",earthquake,2.11,1.957,0.15,13,reviewed,us,us
2023-02-07T06:26:11.987Z,37.3357,36.8762,7.505,4.2,mb,23,150,0.17,0.4,us,us6000jp3v,2023-02-19T09:57:26.040Z,"22 km NE of Nurda??, Turkey",earthquake,2.38,5.007,0.187,8,reviewed,us,us
2023-02-07T06:15:23.256Z,38.0668,38.1413,17.718,4.1,mb,31,65,0.825,0.38,us,us6000jp3w,2023-02-19T10:09:01.040Z,"9 km WNW of Çelikhan, Turkey",earthquake,4.45,4.852,0.145,13,reviewed,us,us
2023-02-07T05:26:31.390Z,36.1206,36.3448,18.551,4.4,mb,50,128,1.259,0.48,us,us6000jm63,2023-02-07T06:19:37.920Z,"5 km S of Boynuyo?un, Turkey",earthquake,5.64,4.995,0.124,19,reviewed,us,us
2023-02-07T04:42:03.517Z,36.7885,36.6758,10,4.4,mb,40,117,0.574,0.69,us,us6000jm5v,2023-02-08T03:46:27.040Z,"10 km E of A?a?? Karafak?l?, Turkey",earthquake,4.11,1.939,0.13,17,reviewed,us,us
2023-02-07T04:16:42.757Z,37.8735,37.3422,10,4.3,mb,20,87,0.708,0.37,us,us6000jm5s,2023-02-08T03:23:59.040Z,"13 km SW of Nurhak, Turkey",earthquake,2.84,1.965,0.532,1,reviewed,us,us
2023-02-07T03:37:00.775Z,36.2739,36.2566,10,4.2,mb,27,194,1.179,0.73,us,us6000jm5j,2023-02-08T02:40:46.040Z,"3 km NNE of Kastal, Turkey",earthquake,7.29,1.972,0.176,9,reviewed,us,us
2023-02-07T03:13:12.767Z,37.7582,37.7303,10,5.5,mww,131,45,0.717,0.6,us,us6000jm5e,2023-02-09T21:31:31.564Z,"8 km ESE of Gölba??, Turkey",earthquake,4.93,1.699,0.062,25,reviewed,us,us
2023-02-07T03:08:57.191Z,37.9315,37.6463,10,4.6,mb,63,80,0.834,0.65,us,us6000jm5c,2023-02-08T01:41:31.908Z,"16 km N of Gölba??, Turkey",earthquake,4.11,1.913,0.093,35,reviewed,us,us
2023-02-07T03:02:54.913Z,37.2628,37.2357,10,4.4,mb,28,71,0.093,0.62,us,us6000jm5a,2023-02-08T01:30:19.040Z,"25 km SSW of Pazarc?k, Turkey",earthquake,3.43,1.954,0.169,10,reviewed,us,us
2023-02-07T02:53:27.542Z,37.9084,36.3859,10,4.3,mb,20,82,0.984,0.6,us,us6000jm57,2023-02-08T01:05:09.040Z,"15 km SW of Göksun, Turkey",earthquake,3.95,1.885,0.16,11,reviewed,us,us
2023-02-07T02:47:37.006Z,35.9377,35.9777,10,4.8,mb,93,47,1.582,0.83,us,us6000jm55,2023-02-08T00:58:05.800Z,"8 km WNW of Yaylada??, Turkey",earthquake,5.91,1.838,0.063,78,reviewed,us,us
2023-02-07T02:43:28.064Z,38.116,36.9288,10,4.4,mb,24,57,0.968,0.59,us,us6000jm54,2023-02-08T00:10:06.040Z,"14 km S of Af?in, Turkey",earthquake,5.21,1.975,0.154,12,reviewed,us,us
2023-02-07T02:39:03.922Z,38.6097,37.5098,15.771,4.2,mb,32,64,1.323,0.54,us,us6000jm53,2023-02-08T00:00:30.040Z,"7 km N of Darende, Turkey",earthquake,1.77,5.453,0.176,9,reviewed,us,us
2023-02-07T01:34:30.485Z,37.4162,37.125,15.567,4.4,mb,30,73,0.253,0.95,us,us6000jm4x,2023-02-07T23:14:43.849Z,"17 km WSW of Pazarc?k, Turkey",earthquake,5.28,6.153,0.138,15,reviewed,us,us
2023-02-07T01:29:19.249Z,38.0748,36.7378,10,4.1,mb,40,65,0.976,0.68,us,us6000jm4r,2023-02-07T22:28:16.040Z,"21 km ENE of Göksun, Turkey",earthquake,5.16,1.965,0.145,13,reviewed,us,us
2023-02-07T00:20:16.237Z,37.8431,36.6148,10,4.2,mb,53,34,0.339,0.74,us,us6000jp3d,2023-02-20T03:07:13.040Z,"22 km SSE of Göksun, Turkey",earthquake,3.52,1.635,0.112,22,reviewed,us,us
2023-02-06T23:29:15.039Z,35.6093,35.3527,10,4.5,mb,65,44,1.776,0.57,us,us6000jm3x,2023-02-07T01:26:45.238Z,"40 km WNW of Latakia, Syria",earthquake,5.13,1.851,0.097,31,reviewed,us,us
2023-02-06T23:13:30.078Z,37.9823,37.4015,10,4.2,mb,41,69,0.62,0.83,us,us6000jnv4,2023-02-20T03:14:34.040Z,"4 km WNW of Nurhak, Turkey",earthquake,2.38,1.926,0.2,7,reviewed,us,us
2023-02-06T22:55:27.276Z,37.9341,36.6247,11.221,4,mb,33,74,0.417,0.67,us,us6000jnv2,2023-02-19T04:43:54.040Z,"14 km SE of Göksun, Turkey",earthquake,2.31,5.325,0.15,12,reviewed,us,us
2023-02-06T22:44:54.848Z,38.0613,36.5637,13.174,4.2,mb,26,75,0.364,0.42,us,us6000jnv1,2023-02-19T22:36:45.040Z,"7 km NE of Göksun, Turkey",earthquake,2.3,1.306,0.199,7,reviewed,us,us
2023-02-06T22:29:39.276Z,38.0444,36.4089,6.339,4.5,mb,100,28,0.362,0.54,us,us6000jm3n,2023-02-19T22:58:43.295Z,"8 km WNW of Göksun, Turkey",earthquake,3.31,2.997,0.067,66,reviewed,us,us
2023-02-06T22:26:19.224Z,37.9513,37.4226,16.606,4.3,mb,62,68,0.608,0.62,us,us6000jm3l,2023-02-19T23:04:14.040Z,"Central Turkey",earthquake,3.69,4.23,0.086,38,reviewed,us,us
2023-02-06T22:11:36.589Z,38.1849,38.1676,11.762,4.4,mb,74,72,0.905,0.8,us,us6000jm3f,2023-02-19T23:41:30.261Z,"14 km SSW of Ye?ilyurt, Turkey",earthquake,2.94,3.99,0.079,46,reviewed,us,us
2023-02-06T22:09:51.889Z,38.0814,36.8993,10.236,4.1,mb,33,67,0.499,0.67,us,us6000jnuw,2023-02-19T23:51:02.040Z,"18 km S of Af?in, Turkey",earthquake,2.75,6.787,0.165,10,reviewed,us,us
2023-02-06T21:57:43.548Z,38.0327,36.5874,9.959,5,mb,166,27,0.397,0.59,us,us6000jm3c,2023-02-20T02:47:27.256Z,"Central Turkey",earthquake,5.54,1.944,0.048,135,reviewed,us,us
2023-02-06T21:15:17.630Z,38.0646,37.0764,6.316,4.8,mb,94,49,0.897,0.76,us,us6000jm30,2023-02-06T21:29:41.040Z,"9 km W of Ekinözü, Turkey",earthquake,6.04,4.478,0.063,77,reviewed,us,us
2023-02-06T21:02:03.594Z,36.54,36.4583,4.372,4.4,mb,54,132,0.872,0.97,us,us6000jm2x,2023-02-06T21:16:28.040Z,"10 km ENE of K?r?khan, Turkey",earthquake,5.17,3.4,0.088,37,reviewed,us,us
2023-02-06T20:54:01.311Z,37.8225,36.3066,10,4.2,mb,18,109,0.969,1.12,us,us6000jnvx,2023-02-22T16:00:21.040Z,"Central Turkey",earthquake,7.5,1.904,0.264,5,reviewed,us,us
2023-02-06T20:53:24.380Z,38.2105,38.251,10,5,mb,115,32,0.891,0.91,us,us6000jm2v,2023-02-22T15:52:20.040Z,"9 km S of Ye?ilyurt, Turkey",earthquake,4.45,1.698,0.051,124,reviewed,us,us
2023-02-06T20:45:42.189Z,36.1485,36.1885,10,4.3,mb,27,99,1.311,0.53,us,us6000jnw4,2023-02-22T15:43:29.040Z,"3 km SE of Dursunlu, Turkey",earthquake,5.53,1.914,0.187,8,reviewed,us,us
2023-02-06T20:44:00.291Z,38.0037,36.5811,10,5,mb,91,30,0.969,0.6,us,us6000jm2t,2023-02-22T15:25:33.040Z,"7 km ESE of Göksun, Turkey",earthquake,1.66,1.798,0.058,95,reviewed,us,us
2023-02-06T20:40:06.500Z,38.2787,37.9979,10,4.9,mb,43,69,1.06,0.67,us,us6000jnut,2023-02-22T15:21:08.040Z,"Central Turkey",earthquake,4.05,1.692,0.112,25,reviewed,us,us
2023-02-06T20:37:51.835Z,37.2469,37.109,10,5.3,mww,137,34,0.11,0.79,us,us6000jm2r,2023-02-22T15:09:06.593Z,"31 km SSW of Pazarc?k, Turkey",earthquake,3.12,1.762,0.071,19,reviewed,us,us
2023-02-06T20:23:12.617Z,38.0883,38.6826,10,4.2,mb,36,62,0.656,0.74,us,us6000jnur,2023-02-22T15:04:43.910Z,"8 km NE of Sincik, Turkey",earthquake,5.08,1.924,0.187,8,reviewed,us,us
2023-02-06T20:14:11.196Z,37.9692,36.4978,6.665,4.3,mb,55,46,0.407,0.72,us,us6000jm2k,2023-02-22T14:28:29.040Z,"5 km S of Göksun, Turkey",earthquake,4.44,4.676,0.111,23,reviewed,us,us
2023-02-06T20:11:49.225Z,37.8938,37.6388,14.659,4.3,mb,45,90,0.703,0.9,us,us6000jnuq,2023-02-22T14:23:40.040Z,"12 km N of Gölba??, Turkey",earthquake,4.9,5.206,0.177,9,reviewed,us,us
2023-02-06T20:05:34.847Z,38.0037,36.3598,10,4.7,mb,90,34,0.938,0.76,us,us6000jm29,2023-02-21T22:23:53.040Z,"12 km W of Göksun, Turkey",earthquake,3.77,1.805,0.059,89,reviewed,us,us
2023-02-06T19:49:40.273Z,38.0943,36.6411,10,4.3,mb,53,31,0.98,0.62,us,us6000jm28,2023-02-21T22:17:01.040Z,"15 km ENE of Göksun, Turkey",earthquake,4.9,1.202,0.137,15,reviewed,us,us
2023-02-06T19:40:16.019Z,38.0411,38.1815,3.951,4.6,mb,105,40,0.785,0.67,us,us6000jm2a,2023-02-21T21:57:50.040Z,"5 km WNW of Çelikhan, Turkey",earthquake,4.83,4.401,0.062,77,reviewed,us,us
2023-02-06T19:35:50.669Z,37.47,37.1512,10,4.4,mb,66,48,0.301,0.71,us,us6000jm21,2023-02-21T21:56:38.800Z,"13 km W of Pazarc?k, Turkey",earthquake,5.76,1.853,0.098,30,reviewed,us,us
2023-02-06T19:31:00.129Z,38.0639,37.3554,10,4.4,mb,70,79,0.898,0.91,us,us6000jm1z,2023-02-21T21:54:13.040Z,"13 km NW of Nurhak, Turkey",earthquake,4.55,1.867,0.092,34,reviewed,us,us
2023-02-06T19:25:01.521Z,37.8654,36.6695,10,4.5,mb,36,44,0.384,0.63,us,us6000jnuz,2023-02-21T21:52:06.040Z,"22 km SE of Göksun, Turkey",earthquake,3.89,1.864,0.156,12,reviewed,us,us
2023-02-06T19:15:47.884Z,37.9837,36.3864,10,4.4,mb,46,40,0.965,1.13,us,us6000jm1w,2023-02-21T21:46:17.040Z,"Central Turkey",earthquake,3.58,1.864,0.112,23,reviewed,us,us
2023-02-06T19:12:31.301Z,38.0411,37.3398,10,4.1,mb,34,70,0.813,0.89,us,us6000jnuy,2023-02-21T21:45:35.331Z,"",earthquake,3.31,1.732,0.197,7,reviewed,us,us
2023-02-06T18:55:52.673Z,37.9638,38.1516,10,4.2,mb,19,89,0.745,0.71,us,us6000jnux,2023-02-21T21:37:39.040Z,"10 km SW of Çelikhan, Turkey",earthquake,4.31,1.851,0.529,1,reviewed,us,us
2023-02-06T18:51:18.819Z,36.9732,36.9234,10,4.3,mb,37,68,0.303,0.74,us,us6000jnuk,2023-02-21T21:29:12.040Z,"9 km N of Musabeyli, Turkey",earthquake,5.17,1.905,0.16,11,reviewed,us,us
2023-02-06T18:49:54.252Z,36.8613,36.8082,10,4.2,mb,21,197,0.447,0.79,us,us6000jnw9,2023-02-21T21:22:51.040Z,"10 km WSW of Musabeyli, Turkey",earthquake,7.42,1.936,0.216,6,reviewed,us,us
2023-02-06T18:48:49.820Z,38.2057,38.1357,15.582,4.2,mb,37,90,1.267,0.46,us,us6000jnul,2023-02-21T21:05:45.040Z,"13 km SW of Ye?ilyurt, Turkey",earthquake,4.83,4.885,0.175,9,reviewed,us,us
2023-02-06T18:03:53.826Z,37.978,36.4468,10,5.2,mww,117,20,0.992,0.75,us,us6000jm1p,2023-02-21T20:49:28.404Z,"6 km SW of Göksun, Turkey",earthquake,4.92,1.372,0.098,10,reviewed,us,us
2023-02-06T18:02:44.743Z,38.1202,36.5119,10,4.4,mb,57,47,0.898,0.78,us,us6000jm1n,2023-02-21T20:45:00.040Z,"Central Turkey",earthquake,5.57,1.892,0.098,30,reviewed,us,us
2023-02-06T17:46:49.909Z,38.0854,37.8589,10,4.5,mb,69,83,1.047,1.22,us,us6000jm13,2023-02-21T20:43:10.040Z,"Central Turkey",earthquake,2.2,1.844,0.098,30,reviewed,us,us
2023-02-06T17:31:34.292Z,37.0998,36.7471,10,4.5,mb,75,57,0.377,1.09,us,us6000jly1,2023-02-21T20:35:19.040Z,"7 km S of Nurda??, Turkey",earthquake,5.99,1.85,0.087,39,reviewed,us,us
2023-02-06T17:26:24.434Z,38.0771,36.7158,10,4.7,mb,97,33,0.985,0.87,us,us6000jlwh,2023-02-21T20:22:23.040Z,"20 km ENE of Göksun, Turkey",earthquake,4.99,1.143,0.065,72,reviewed,us,us
2023-02-06T17:22:02.046Z,38.1248,36.5126,10,4.1,mb,38,65,0.894,1.12,us,us6000jlww,2023-02-21T20:19:29.040Z,"11 km N of Göksun, Turkey",earthquake,4.08,1.858,0.135,15,reviewed,us,us
2023-02-06T17:11:47.989Z,37.9161,37.358,10,4.3,mb,53,60,0.752,0.91,us,us6000jlu3,2023-02-21T20:10:41.040Z,"8 km SW of Nurhak, Turkey",earthquake,5.17,1.903,0.129,17,reviewed,us,us
2023-02-06T16:55:35.783Z,38.0112,37.4148,9.152,4.5,mb,110,56,0.853,0.57,us,us6000jlth,2023-02-19T21:48:23.040Z,"5 km NNW of Nurhak, Turkey",earthquake,3.83,4.113,0.073,55,reviewed,us,us
2023-02-06T16:43:29.229Z,37.9548,36.5112,10,5,mwr,137,33,0.397,0.71,us,us6000jlta,2023-02-19T21:41:54.849Z,"7 km S of Göksun, Turkey",earthquake,4.08,1.824,0.073,18,reviewed,us,us
2023-02-06T16:35:18.135Z,38.2352,39.117,10,4.5,mb,69,52,0.827,0.83,us,us6000jnum,2023-02-19T21:33:01.040Z,"10 km SE of Do?anyol, Turkey",earthquake,2.58,1.856,0.115,22,reviewed,us,us
2023-02-06T16:32:11.661Z,36.6625,36.4828,10,4.9,mb,128,68,0.773,0.91,us,us6000jlt7,2023-02-19T21:26:56.040Z,"14 km SSW of A?a?? Karafak?l?, Turkey",earthquake,4.88,1.816,0.053,110,reviewed,us,us
2023-02-06T16:28:08.698Z,37.4633,36.981,5.178,4.7,mb,57,66,0.343,0.92,us,us6000jnu7,2023-02-19T21:19:41.040Z,"14 km SSE of Kahramanmara?, Turkey",earthquake,5.05,4.494,0.096,33,reviewed,us,us
2023-02-06T16:27:19.278Z,38.049,36.4154,10,4.6,mb,34,82,0.358,0.71,us,us6000jnwy,2023-02-19T21:11:22.040Z,"7 km WNW of Göksun, Turkey",earthquake,1.87,1.913,0.158,12,reviewed,us,us
2023-02-06T16:26:39.507Z,38.0385,36.5982,10,4.8,mb,104,28,0.394,0.65,us,us6000jlt1,2023-02-19T21:00:22.040Z,"9 km ENE of Göksun, Turkey",earthquake,5.02,1.832,0.054,107,reviewed,us,us
2023-02-06T16:26:15.464Z,37.9826,36.8994,10,4.6,mb,122,44,0.569,0.58,us,us6000jlt5,2023-02-19T20:31:09.040Z,"26 km WSW of Ekinözü, Turkey",earthquake,2.78,1.812,0.064,72,reviewed,us,us
2023-02-06T16:25:01.255Z,38.0666,36.4607,10,4.2,mb,55,37,0.342,0.62,us,us6000jnuu,2023-02-19T20:23:02.040Z,"5 km NNW of Göksun, Turkey",earthquake,3.13,1.88,0.099,28,reviewed,us,us
2023-02-06T16:22:44.967Z,38.0189,36.5048,3.826,4.1,mb,22,77,0.394,0.55,us,us6000jnwi,2023-02-19T20:11:23.040Z,"0 km ESE of Göksun, Turkey",earthquake,2.61,6.205,0.213,6,reviewed,us,us
2023-02-06T16:21:46.033Z,38.0912,36.433,10,4.1,mb,33,49,0.316,1.08,us,us6000jnua,2023-02-19T19:14:24.040Z,"9 km NW of Göksun, Turkey",earthquake,1.65,1.901,0.198,7,reviewed,us,us
